id_str,text,text2,arabert_text
6.470179348633559e+17,"#جريدة_القدس : #القدس في #العيد: اعتقال 13 شابا بينهم 9 #قاصرين
http://t.co/Ww1jcDuWdh http://t.co/zdOcuNfcXG","#جريدة_القدس : #القدس في #العيد: اعتقال 13 شابا بينهم 9 #قاصرين
http://t.co/Ww1jcDuWdh http://t.co/zdOcuNfcXG",# جريدة _ القدس : # القدس في # العيد : اعتقال 13 شابا بينهم 9 # قاصرين [رابط] [رابط]
1.133703467279667e+18,رابط الدراسة : https://t.co/LuqDASviFY #طب #دراسة #معلومات #موسيقى #اعصاب,رابط الدراسة : https://t.co/LuqDASviFY #طب #دراسة #معلومات #موسيقى #اعصاب,رابط الدراسة : [رابط] # طب # دراسة # معلومات # موسيقى # اعصاب
1.492204247793943e+18,"RT @jaylinelyn: #حق_آلاء_لازم_يرجع
#القصاص_العادل
#ViolenceAgainstWome
#YesAllWomen 
حسبي الله ونعم الوكيل https://t.co/4A3xdW3Np6","RT @jaylinelyn: #حق_آلاء_لازم_يرجع
#القصاص_العادل
#ViolenceAgainstWome
#YesAllWomen 
حسبي الله ونعم الوكيل https://t.co/4A3xdW3Np6",RT [مستخدم] : # حق _ آلاء _ لازم _ يرجع # القصاص _ العادل # ViolenceAgainstWome # YesAllWomen حسبي الله ونعم الوكيل [رابط]
1.451655369051329e+18,"RT @TechShopKSA: برنامج #بنك_الجزيرة لدعم الابتكار
 #مبتكرون النسخة الرابعة
 
مبروك للفائزين المبتكرين👏🏻:
 
الفائز بالجائزة الاولى : تطبيق…","RT @TechShopKSA: برنامج #بنك_الجزيرة لدعم الابتكار
 #مبتكرون النسخة الرابعة
 
مبروك للفائزين المبتكرين👏🏻:
 
الفائز بالجائزة الاولى : تطبيق…",RT [مستخدم] : برنامج # بنك _ الجزيرة لدعم الابتكار # مبتكرون النسخة الرابعة مبروك للفائزين المبتكرين : الفائز بالجائزة الاولى : تطبيق …
7.094226898075238e+17,"RT @Presidency_Sy: #المرأة_السورية.. تاريخ الشّرف.. وحاضر الكبرياء.. #WomansDay #يوم_المرأة.
https://t.co/MqaQQqxr4R","RT @Presidency_Sy: #المرأة_السورية.. تاريخ الشّرف.. وحاضر الكبرياء.. #WomansDay #يوم_المرأة.
https://t.co/MqaQQqxr4R",RT [مستخدم] : # المرأة _ السورية . . تاريخ الشرف . . وحاضر الكبرياء . . # WomansDay # يوم _ المرأة . [رابط]
3.62480960710783e+17,صور من الطبيعة  في سريلانكا و المناظر الطبيعية المميزة #srilanka #tourism http://t.co/ZDw9mD8imX,صور من الطبيعة  في سريلانكا و المناظر الطبيعية المميزة #srilanka #tourism http://t.co/ZDw9mD8imX,صور من الطبيعة في سريلانكا و المناظر الطبيعية المميزة # srilanka # tourism [رابط]
1.268269779128852e+18,"RT @MarwaMohi: انا مروة ... انا من غرب السودان ... انا ما خادم ... 
#BlackLivesMattter 
#arabsforblacklives 
#wefeelittoo
#stopracism","RT @MarwaMohi: انا مروة ... انا من غرب السودان ... انا ما خادم ... 
#BlackLivesMattter 
#arabsforblacklives 
#wefeelittoo
#stopracism",RT [مستخدم] : انا مروة . . انا من غرب السودان . . انا ما خادم . . # BlackLivesMatter # arabsforblacklives # wefeelittoo # stopracism
1.395119004608614e+18,"RT @ThisIsLibya: رسالة من أسد #فلسطيني 
#فلسطين #حي_الشيخ_جراح #غزة #غزة_تحت_القصف !! 
#Palestine #PalestiniansLivesMatter #Gaza #GazaUnder…","RT @ThisIsLibya: رسالة من أسد #فلسطيني 
#فلسطين #حي_الشيخ_جراح #غزة #غزة_تحت_القصف !! 
#Palestine #PalestiniansLivesMatter #Gaza #GazaUnder…",RT [مستخدم] : رسالة من أسد # فلسطيني # فلسطين # حي _ الشيخ _ جراح # غزة # غزة _ تحت _ القصف ! ! # Palestine # PalestiniansLivesMatter # Gaza # GazaUnder …
1.06708411388518e+18,"RT @alhurranews: #مقال #من_زاوية_أخرى
منذ بداية تشكل ثقافتنا على شكل سرديات منقولة من مسارها الشفهي إلى الكتابي، والتحيز الواضح ضد المرأة ه…","RT @alhurranews: #مقال #من_زاوية_أخرى
منذ بداية تشكل ثقافتنا على شكل سرديات منقولة من مسارها الشفهي إلى الكتابي، والتحيز الواضح ضد المرأة ه…",RT [مستخدم] : # مقال # من _ زاوية _ أخرى منذ بداية تشكل ثقافتنا على شكل سرديات منقولة من مسارها الشفهي إلى الكتابي ، والتحيز الواضح ضد المرأة ه …
1.061813203464847e+18,'#خليجيون_ضد_التطبيع\n\nلكل انثى جميلة مهتمه في جمالها ورشاقتها والتخلص من وزنها الزائد في اقل من شهر من منتج طبيعي ومرخص💪🏻💅🏻 اي استفسار @noof0587','#خليجيون_ضد_التطبيع\n\nلكل انثى جميلة مهتمه في جمالها ورشاقتها والتخلص من وزنها الزائد في اقل من شهر من منتج طبيعي ومرخص💪🏻💅🏻 اي استفسار @noof0587',' # خليجيون _ ضد _ التطبيع \ n \ nلكل انثى جميلة مهتمه في جمالها ورشاقتها والتخلص من وزنها الزائد في اقل من شهر من منتج طبيعي ومرخص اي استفسار [مستخدم] '
1.609273709419966e+18,RT @peggikia: !هركى به هر زبانى كه بلده دنيا رو خبر كنه! رسالة موجه الى النساء و المجتمعات العربية بشأن مقتل مهسا امينى، و قمع المتظاهرين ف…,RT @peggikia: !هركى به هر زبانى كه بلده دنيا رو خبر كنه! رسالة موجه الى النساء و المجتمعات العربية بشأن مقتل مهسا امينى، و قمع المتظاهرين ف…,RT [مستخدم] : ! هركى به هر زبانى كه بلده دنيا رو خبر كنه ! رسالة موجه الى النساء و المجتمعات العربية بشأن مقتل مهسا امينى ، و قمع المتظاهرين ف …
1.268244744414605e+18,"RT @MarwaMohi: انا مروة ... انا من غرب السودان ... انا ما خادم ... 
#BlackLivesMattter 
#arabsforblacklives 
#wefeelittoo
#stopracism","RT @MarwaMohi: انا مروة ... انا من غرب السودان ... انا ما خادم ... 
#BlackLivesMattter 
#arabsforblacklives 
#wefeelittoo
#stopracism",RT [مستخدم] : انا مروة . . انا من غرب السودان . . انا ما خادم . . # BlackLivesMatter # arabsforblacklives # wefeelittoo # stopracism
1.090194504932393e+17,RT @HasanAljaber: فيديو بكاء والد الشهيد علي جواد بحرقة قلب في مركز سترة الصحي 31/8/2011 http://t.co/4BAcjAo #Bahrain #HumanRights #Kuwait,RT @HasanAljaber: فيديو بكاء والد الشهيد علي جواد بحرقة قلب في مركز سترة الصحي 31/8/2011 http://t.co/4BAcjAo #Bahrain #HumanRights #Kuwait,RT [مستخدم] : فيديو بكاء والد الشهيد علي جواد بحرقة قلب في مركز سترة الصحي 31 - 8 - 2011 [رابط] # Bahrain # HumanRights # Kuwait
1.232269107111907e+18,'#CrimesAgainstHumanity #HumanRightsViolations   #insm_iq #Protesters_under_torture   #Insm_iq\n#Save_the_Iraqi_people #\n#العراق_ينتفض  #العراق #ثورة_تشرين #انتهاكات_حقوق_الانسان\n#نريد_وطن #تجديد_الاضراب   \n#يسقط_محمد_توفيق_علاوي \n#ارهاب_القبعات_الزرقاء لزرقاء  #انتفاضة_تشرين','#CrimesAgainstHumanity #HumanRightsViolations   #insm_iq #Protesters_under_torture   #Insm_iq\n#Save_the_Iraqi_people #\n#العراق_ينتفض  #العراق #ثورة_تشرين #انتهاكات_حقوق_الانسان\n#نريد_وطن #تجديد_الاضراب   \n#يسقط_محمد_توفيق_علاوي \n#ارهاب_القبعات_الزرقاء لزرقاء  #انتفاضة_تشرين',' # CrimesAgainstHumanity # HumanRightsViolations # insm _ iq # Protesters _ under _ torture # Insm _ iq \ n # Save _ the _ Iraqi _ people # \ n # العراق _ ينتفض # العراق # ثورة _ تشرين # انتهاكات _ حقوق _ الانسان \ n # نريد _ وطن # تجديد _ الاضراب \ n # يسقط _ محمد _ توفيق _ علاوي \ n # ارهاب _ القبعات _ الزرقاء لزرقاء # انتفاضة _ تشرين '
3.94071372189954e+17,"RT @aldawoood1: #قناة_اعتزاز تقدم
""6×6 ست دقائق تفضح ستة تناقضات لـ #قيادة_26اكتوبر""
https://t.co/3YxTrRpDAb
انشر وشاركني الأجر والفخر بالإ…","RT @aldawoood1: #قناة_اعتزاز تقدم
""6×6 ست دقائق تفضح ستة تناقضات لـ #قيادة_26اكتوبر""
https://t.co/3YxTrRpDAb
انشر وشاركني الأجر والفخر بالإ…","RT [مستخدم] : # قناة _ اعتزاز تقدم "" 6 6 ست دقائق تفضح ستة تناقضات ل # قيادة _ 26 اكتوبر "" [رابط] انشر وشاركني الأجر والفخر بالإ …"
1.4960423596578e+18,'الأسهم الأوروبية تفتح أبوابها وسط مخاوف من اندلاع حرب على أوكرانيا\nhttps://t.co/PCrYxkA02c\n#forexsignal #GOLD #markets #StockMarket #crudeoil #تداول #الذهب #DowJones #NASDAQ #البترول #البتكوين #Bitcoin #forex #EURUSD #GBP','الأسهم الأوروبية تفتح أبوابها وسط مخاوف من اندلاع حرب على أوكرانيا\nhttps://t.co/PCrYxkA02c\n#forexsignal #GOLD #markets #StockMarket #crudeoil #تداول #الذهب #DowJones #NASDAQ #البترول #البتكوين #Bitcoin #forex #EURUSD #GBP',' الأسهم الأوروبية تفتح أبوابها وسط مخاوف من اندلاع حرب على أوكرانيا \ n [رابط] \ n # forexsignal # GOLD # markets # StockMarket # crudeoil # تداول # الذهب # DowJones # NASDAQ # البترول # البتكوين # Bitcoin # forex # EURUSD # GBP '
1.293631139756769e+18,"وما النصر الا من عندالله.. 
#TurkeyIsNotAlone","وما النصر الا من عندالله.. 
#TurkeyIsNotAlone",وما النصر الا من عندالله . . # TurkeyIsNotAlone
1.393420615965684e+18,RT @AbdullahK5: فيديو متداول لبريطاني يوثق عنصرية اسرائيلية عجيبة في قرن الـ21 عدم السماح لأي فلسطيني ركوب الباص ويتم اغلاق أحيائهم بحواجز…,RT @AbdullahK5: فيديو متداول لبريطاني يوثق عنصرية اسرائيلية عجيبة في قرن الـ21 عدم السماح لأي فلسطيني ركوب الباص ويتم اغلاق أحيائهم بحواجز…,RT [مستخدم] : فيديو متداول لبريطاني يوثق عنصرية اسرائيلية عجيبة في قرن ال 21 عدم السماح لأي فلسطيني ركوب الباص ويتم اغلاق أحيائهم بحواجز …
1.345458849088741e+18,"RT @an_92_11: #العراق_منبع_التشيع_المعتدل
عراق علي عراق الحسين","RT @an_92_11: #العراق_منبع_التشيع_المعتدل
عراق علي عراق الحسين",RT [مستخدم] : # العراق _ منبع _ التشيع _ المعتدل عراق علي عراق الحسين
1.41534266175463e+18,"رابط المقال لرامي الأمين 

https://t.co/R93fG0RTNU
____________________

#لبنان #انفجار_مرفأ_بيروت #انفجار_المرفأ #انفجار_بيروت #beirutblast","رابط المقال لرامي الأمين 

https://t.co/R93fG0RTNU
____________________

#لبنان #انفجار_مرفأ_بيروت #انفجار_المرفأ #انفجار_بيروت #beirutblast",رابط المقال لرامي الأمين [رابط] _ _ # لبنان # انفجار _ مرفأ _ بيروت # انفجار _ المرفأ # انفجار _ بيروت # beirutblast
1.34934651704857e+18,"RT @Forsan_UAE: إحدى المبادرات التي دعت إليها #وثيقة_الأخوة_الإنسانية.. ""مشروع #بيت_العائلة_الإبراهيمية"" مسجد وكنيسة ومعبد في أحضان عاصمة ا…","RT @Forsan_UAE: إحدى المبادرات التي دعت إليها #وثيقة_الأخوة_الإنسانية.. ""مشروع #بيت_العائلة_الإبراهيمية"" مسجد وكنيسة ومعبد في أحضان عاصمة ا…","RT [مستخدم] : إحدى المبادرات التي دعت إليها # وثيقة _ الأخوة _ الإنسانية . . "" مشروع # بيت _ العائلة _ الإبراهيمية "" مسجد وكنيسة ومعبد في أحضان عاصمة ا …"
7.796198064714506e+17,"RT @FatimahAlhamlan: كل ما تودّ ان تعرفه عن #سرطان_عنق_الرحم و الفيروس المسبب له! 

#فيروس_الورم_الحليمي 
#توعية
#صحة_المرأة
#صحتك_بيدك htt…","RT @FatimahAlhamlan: كل ما تودّ ان تعرفه عن #سرطان_عنق_الرحم و الفيروس المسبب له! 

#فيروس_الورم_الحليمي 
#توعية
#صحة_المرأة
#صحتك_بيدك htt…",RT [مستخدم] : كل ما تود ان تعرفه عن # سرطان _ عنق _ الرحم و الفيروس المسبب له ! # فيروس _ الورم _ الحليمي # توعية # صحة _ المرأة # صحتك _ بيدك htt …
9.795354469958861e+17,"RT @CihadKoro: English below
الجزء 1
فضيحة للإعلام التركي المضلل

مواطنون كُرد من #عفرين يتحدثون للاعلام التركي عن اغتصاب عناصر الجيش الحر…","RT @CihadKoro: English below
الجزء 1
فضيحة للإعلام التركي المضلل

مواطنون كُرد من #عفرين يتحدثون للاعلام التركي عن اغتصاب عناصر الجيش الحر…",RT [مستخدم] : English below الجزء 1 فضيحة للإعلام التركي المضلل مواطنون كرد من # عفرين يتحدثون للاعلام التركي عن اغتصاب عناصر الجيش الحر …
1.49821213943738e+18,"اخ ي الروعة
#FF https://t.co/fPKRB6GeQu","اخ ي الروعة
#FF https://t.co/fPKRB6GeQu",اخ ي الروعة # FF [رابط]
1.57999327862342e+18,"به نام زهرا…
#StopHazaraGenocide 
#Women_Life_Freedom https://t.co/uu0sy9pwNo","به نام زهرا…
#StopHazaraGenocide 
#Women_Life_Freedom https://t.co/uu0sy9pwNo",به نام زهرا … # StopHazaraGenocide # Women _ Life _ Freedom [رابط]
1.496063291948421e+18,RT @Mrbrary: #النسوية امرأة تسب الرجل ليلاً ونهارًا وتُحرّض عليه، لكن لو عُرض عليها الزواج والاستقرار، فلن ترفض وسوف تتبدل كل تلك القناعات.…,RT @Mrbrary: #النسوية امرأة تسب الرجل ليلاً ونهارًا وتُحرّض عليه، لكن لو عُرض عليها الزواج والاستقرار، فلن ترفض وسوف تتبدل كل تلك القناعات.…,RT [مستخدم] : # النسوية امرأة تسب الرجل ليلا ونهارا وتحرض عليه ، لكن لو عرض عليها الزواج والاستقرار ، فلن ترفض وسوف تتبدل كل تلك القناعات . …
2.818634891847516e+17,أمطار غزيرة تضرب #دمياط وتوقف حركة #الصيد و #التجارة http://t.co/iCJDUbYJ,أمطار غزيرة تضرب #دمياط وتوقف حركة #الصيد و #التجارة http://t.co/iCJDUbYJ,أمطار غزيرة تضرب # دمياط وتوقف حركة # الصيد و # التجارة [رابط]
1.40281675951473e+18,"RT @kha112200: تم تنفيذ القصاص اليوم بنفس الموقع 
في(محطة الوقود)الذي غادر فيه #الإرهابي الخارجي وليد سامي الزهيري #مصري
الجنسية على قتل رج…","RT @kha112200: تم تنفيذ القصاص اليوم بنفس الموقع 
في(محطة الوقود)الذي غادر فيه #الإرهابي الخارجي وليد سامي الزهيري #مصري
الجنسية على قتل رج…",RT [مستخدم] : تم تنفيذ القصاص اليوم بنفس الموقع في ( محطة الوقود ) الذي غادر فيه # الإرهابي الخارجي وليد سامي الزهيري # مصري الجنسية على قتل رج …
1.66248733466164e+18,"دائما استشارة الطبيب في حال الشك هي الأفضل 🩺

#صحتك #family #life #healthylifestyle https://t.co/e62WjUXTyN","دائما استشارة الطبيب في حال الشك هي الأفضل 🩺

#صحتك #family #life #healthylifestyle https://t.co/e62WjUXTyN",دائما استشارة الطبيب في حال الشك هي الأفضل # صحتك # family # life # healthylifestyle [رابط]
1.663928440662229e+18,"RT @hafeedommar: قمة الحزن في ما يسمى عزاء الحسين 

#إلا_رسول_الله #السنة #الشيعة #کربلاء #السعودية #محمد #البحرين #الكويت #العراق #قطر #ال…","RT @hafeedommar: قمة الحزن في ما يسمى عزاء الحسين 

#إلا_رسول_الله #السنة #الشيعة #کربلاء #السعودية #محمد #البحرين #الكويت #العراق #قطر #ال…",RT [مستخدم] : قمة الحزن في ما يسمى عزاء الحسين # إلا _ رسول _ الله # السنة # الشيعة # ربلاء # السعودية # محمد # البحرين # الكويت # العراق # قطر # ال …
1.203038478017151e+18,"RT @alsumariatv: #أطفال_العراق يرفعون اللافتات في الشوارع: #أريد_اداوم... #مدرستي_وطني...
بعدسة الزميل #علي_جاسم
#تظاهرات #العراق #أطفال #ا…","RT @alsumariatv: #أطفال_العراق يرفعون اللافتات في الشوارع: #أريد_اداوم... #مدرستي_وطني...
بعدسة الزميل #علي_جاسم
#تظاهرات #العراق #أطفال #ا…",RT [مستخدم] : # أطفال _ العراق يرفعون اللافتات في الشوارع : # أريد _ اداوم . . # مدرستي _ وطني . . بعدسة الزميل # علي _ جاسم # تظاهرات # العراق # أطفال # ا …
1.643023967664341e+18,'@saadshemal #أنقذوا_المختطفات_العراقيات\n\n#انقذوا_الايزيديات_المختطفات\n\n#الابادة_الايزيدية \n #bringBackOurGirls #Yazidi_Genocide\n#صرخة_الايزيديات \nخ','@saadshemal #أنقذوا_المختطفات_العراقيات\n\n#انقذوا_الايزيديات_المختطفات\n\n#الابادة_الايزيدية \n #bringBackOurGirls #Yazidi_Genocide\n#صرخة_الايزيديات \nخ',[بريد] # أنقذوا _ المختطفات _ العراقيات \ n \ n # انقذوا _ الايزيديات _ المختطفات \ n \ n # الابادة _ الايزيدية \ n # bringBackOurGirls # Yazidi _ Genocide \ n # صرخة _ الايزيديات \ nخ '
1.255888928806179e+18,"RT @___do3a: أكثروا من #الصلاة_على_النبي ﷺ🌹🌹

فضلاً #رتويت قد يساعدهم محسن بسببك ولك أجور مثل ما ينفق وهذا من فضل الله
  #ff  احفظها بمفضلت…","RT @___do3a: أكثروا من #الصلاة_على_النبي ﷺ🌹🌹

فضلاً #رتويت قد يساعدهم محسن بسببك ولك أجور مثل ما ينفق وهذا من فضل الله
  #ff  احفظها بمفضلت…",RT [مستخدم] : أكثروا من # الصلاة _ على _ النبي فضلا # رتويت قد يساعدهم محسن بسببك ولك أجور مثل ما ينفق وهذا من فضل الله # ff احفظها بمفضلت …
